MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,1516881,1nx6-12' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,1516881,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Enhance Basics, 1516881",1NX6-12' PEBBLE BEACH GROOVED - TREX,Trex® Enhance Basics 1516881 Decking Boards 12 Pebble Beach,"Trex® Decking Boards, Enhance Basics, Length: 12 ft, Color: Pebble Beach, Series: Enhance Basics. 1nx6-12' Pebble Beach Grooved - Trex Enhance Basics Decking",Trex® Enhance Basics Decking Boards Pebble Beach,,12 ft,Pebble Beach,Enhance Basics,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,12,ft,Color,Pebble Beach,,Series,Enhance Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,ft,,,,,,,,,Trex_1516881.jpg,,,,,,,,,Trex_1516881_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,1516882,1nx6-16' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,1516882,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Enhance Basics, 1516882",1NX6-16' PEBBLE BEACH GROOVED - TREX,Trex® Enhance Basics 1516882 Decking Boards 16 Pebble Beach,"Trex® Decking Boards, Enhance Basics, Length: 16 ft, Color: Pebble Beach, Series: Enhance Basics. 1nx6-16' Pebble Beach Grooved - Trex Enhance Basics Decking",Trex® Enhance Basics Decking Boards Pebble Beach,,16 ft,Pebble Beach,Enhance Basics,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,16,ft,Color,Pebble Beach,,Series,Enhance Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,,,,,,,Trex_1516882.jpg,,,,,,,,,Trex_1516882_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,1516883,1nx6-20' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,1516883,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Enhance Basics, 1516883",1NX6-20' PEBBLE BEACH GROOVED - TREX,Trex® Enhance Basics 1516883 Decking Boards 20 Pebble Beach,"Trex® Decking Boards, Enhance Basics, Length: 20 ft, Color: Pebble Beach, Series: Enhance Basics. 1nx6-20' Pebble Beach Grooved - Trex Enhance Basics Decking",Trex® Enhance Basics Decking Boards Pebble Beach,,20 ft,Pebble Beach,Enhance Basics,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,20,ft,Color,Pebble Beach,,Series,Enhance Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ft,,,,,,,,,Trex_1516883.jpg,,,,,,,,,Trex_1516883_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,543005016,7/8nx6-16' Malted Barley Sq Edge - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,543005016,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 543005016",7/8NX6-16' MALTED BARLEY SQ EDGE - TREX,Trex® Select 2.0 543005016 Decking Boards 16 Malted Barley,"Trex® Decking Boards, Select 2.0, Length: 16 ft, Color: Malted Barley, Series: Select 2.0. 7/8nx6-16' Malted Barley Sq Edge - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Malted Barley,,16 ft,Malted Barley,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,16,ft,Color,Malted Barley,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,,,,,,,Trex_543005016.jpg,,,,,,,,,Trex_543005016_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,543005020,7/8nx6-20' Malted Barley Sq Edge - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,543005020,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 543005020",7/8NX6-20' MALTED BARLEY SQ EDGE - TREX,Trex® Select 2.0 543005020 Decking Boards 20 Malted Barley,"Trex® Decking Boards, Select 2.0, Length: 20 ft, Color: Malted Barley, Series: Select 2.0. 7/8nx6-20' Malted Barley Sq Edge - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Malted Barley,,20 ft,Malted Barley,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,20,ft,Color,Malted Barley,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ft,,,,,,,,,Trex_543005020.jpg,,,,,,,,,Trex_543005020_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,543005412,7/8nx6-12' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,543005412,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 543005412",7/8NX6-12' MALTED BARLEY GROOVED - TREX,Trex® Select 2.0 543005412 Decking Boards 12 Malted Barley,"Trex® Decking Boards, Select 2.0, Length: 12 ft, Color: Malted Barley, Series: Select 2.0. 7/8nx6-12' Malted Barley Grooved - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Malted Barley,,12 ft,Malted Barley,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,12,ft,Color,Malted Barley,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,ft,,,,,,,,,Trex_543005412.jpg,,,,,,,,,Trex_543005412_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,543005416,7/8nx6-16' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,543005416,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 543005416",7/8NX6-16' MALTED BARLEY GROOVED - TREX,Trex® Select 2.0 543005416 Decking Boards 16 Malted Barley,"Trex® Decking Boards, Select 2.0, Length: 16 ft, Color: Malted Barley, Series: Select 2.0. 7/8nx6-16' Malted Barley Grooved - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Malted Barley,,16 ft,Malted Barley,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,16,ft,Color,Malted Barley,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,,,,,,,Trex_543005416.jpg,,,,,,,,,Trex_543005416_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,543005420,7/8nx6-20' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,543005420,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 543005420",7/8NX6-20' MALTED BARLEY GROOVED - TREX,Trex® Select 2.0 543005420 Decking Boards 20 Malted Barley,"Trex® Decking Boards, Select 2.0, Length: 20 ft, Color: Malted Barley, Series: Select 2.0. 7/8nx6-20' Malted Barley Grooved - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Malted Barley,,20 ft,Malted Barley,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,20,ft,Color,Malted Barley,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ft,,,,,,,,,Trex_543005420.jpg,,,,,,,,,Trex_543005420_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,1516891,7/8nx6-16' Millstone Sq Edge - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,1516891,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 1516891",7/8NX6-16' MILLSTONE SQ EDGE - TREX,Trex® Select 2.0 1516891 Decking Boards 16 Millstone,"Trex® Decking Boards, Select 2.0, Length: 16 ft, Color: Millstone, Series: Select 2.0. 7/8nx6-16' Millstone Sq Edge - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Millstone,,16 ft,Millstone,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,16,ft,Color,Millstone,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,,,,,,,Trex_1516891.jpg,,,,,,,,,Trex_1516891_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,1516892,7/8nx6-20' Millstone Sq Edge -Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,1516892,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 1516892",7/8NX6-20' MILLSTONE SQ EDGE -TREX,Trex® Select 2.0 1516892 Decking Boards 20 Millstone,"Trex® Decking Boards, Select 2.0, Length: 20 ft, Color: Millstone, Series: Select 2.0. 7/8nx6-20' Millstone Sq Edge -Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Millstone,,20 ft,Millstone,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,20,ft,Color,Millstone,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ft,,,,,,,,,Trex_1516892.jpg,,,,,,,,,Trex_1516892_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,1516893,7/8nx6-12' Millstone Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,1516893,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 1516893",7/8NX6-12' MILLSTONE GROOVED - TREX,Trex® Select 2.0 1516893 Decking Boards 12 Millstone,"Trex® Decking Boards, Select 2.0, Length: 12 ft, Color: Millstone, Series: Select 2.0. 7/8nx6-12' Millstone Grooved - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Millstone,,12 ft,Millstone,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,12,ft,Color,Millstone,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,ft,,,,,,,,,Trex_1516893.jpg,,,,,,,,,Trex_1516893_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,1516894,7/8nx6-16' Millstone Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,1516894,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 1516894",7/8NX6-16' MILLSTONE GROOVED - TREX,Trex® Select 2.0 1516894 Decking Boards 16 Millstone,"Trex® Decking Boards, Select 2.0, Length: 16 ft, Color: Millstone, Series: Select 2.0. 7/8nx6-16' Millstone Grooved - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Millstone,,16 ft,Millstone,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,16,ft,Color,Millstone,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,,,,,,,Trex_1516894.jpg,,,,,,,,,Trex_1516894_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,1516895,7/8nx6-20' Millstone Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,1516895,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 1516895",7/8NX6-20' MILLSTONE GROOVED - TREX,Trex® Select 2.0 1516895 Decking Boards 20 Millstone,"Trex® Decking Boards, Select 2.0, Length: 20 ft, Color: Millstone, Series: Select 2.0. 7/8nx6-20' Millstone Grooved - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Millstone,,20 ft,Millstone,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,20,ft,Color,Millstone,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ft,,,,,,,,,Trex_1516895.jpg,,,,,,,,,Trex_1516895_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,543007016,7/8nx6-16' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,543007016,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 543007016",7/8NX6-16' WHISKEY BARREL SQ EDGE -,Trex® Select 2.0 543007016 Decking Boards 16 Whiskey Barrel,"Trex® Decking Boards, Select 2.0, Length: 16 ft, Color: Whiskey Barrel, Series: Select 2.0. 7/8nx6-16' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Whiskey Barrel,,16 ft,Whiskey Barrel,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,16,ft,Color,Whiskey Barrel,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,,,,,,,Trex_543007016.jpg,,,,,,,,,Trex_543007016_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,543007020,7/8nx6-20' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,543007020,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 543007020",7/8NX6-20' WHISKEY BARREL SQ EDGE -,Trex® Select 2.0 543007020 Decking Boards 20 Whiskey Barrel,"Trex® Decking Boards, Select 2.0, Length: 20 ft, Color: Whiskey Barrel, Series: Select 2.0. 7/8nx6-20' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Whiskey Barrel,,20 ft,Whiskey Barrel,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,20,ft,Color,Whiskey Barrel,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ft,,,,,,,,,Trex_543007020.jpg,,,,,,,,,Trex_543007020_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Decking Boards,,543007412,7/8nx6-12' Whiskey Barrel Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,Trex®,,543007412,,Building Materials>Decking & Railing>Decking Boards,"Boise Cascade Building Materials, Trex®, Select 2.0, 543007412",7/8NX6-12' WHISKEY BARREL GROOVED -,Trex® Select 2.0 543007412 Decking Boards 12 Whiskey Barrel,"Trex® Decking Boards, Select 2.0, Length: 12 ft, Color: Whiskey Barrel, Series: Select 2.0. 7/8nx6-12' Whiskey Barrel Grooved - Trex Select 2.0 Decking",Trex® Select 2.0 Decking Boards Whiskey Barrel,,12 ft,Whiskey Barrel,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,Decking Boards,Length,12,ft,Color,Whiskey Barrel,,Series,Select 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,ft,,,,,,,,,Trex_543007412.jpg,,,,,,,,,Trex_543007412_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
